Episodio n;Titulo;URL;Año;Mes
Episodio 369;Rock Sinfónico 07;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9765-rock-sinfonico-07-30-05-17/4041364/;2017;5
Episodio 370;Rock Sinfónico 08 Zappa-Canarios;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9766-rock-sinfonico-08-zappa-canarios-31-05-17/4042752/;2017;5
Episodio 371;Rock Sinfónico 09 Steven Wilson;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9767-rock-sinfonico-09-steven-wilson-birth-control-01-06-17/4044152/;2017;6
Episodio 372;Rock Sinfónico 10 Colosseum;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-020617/4046167/;2017;6
Episodio 373;Rock Sinfónico 11 Pendragon;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9771-rock-sinfonico-11-pendragon-05-06-17/4051519/;2017;6
Episodio 374;Rock sinfónico 12 Procol Harum;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9772-rock-sinfonico-12-procol-harum-06-06-17/4053233/;2017;6
Episodio 375;Rock sinfónico 13 Jethro Tull;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9773-rock-sinfonico-13-jethro-tull-07-06-17/4054889/;2017;6
Episodio 376;Rock Sinfónico 14 New Trolls;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9774-rock-sinfonico-14-new-trolls-08-06-17/4056646/;2017;6
Episodio 377;Rock Sinfónico 15 Think Floyd;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9775-rock-sinfonico-15-think-floyd-09-06-17/4058897/;2017;6
Episodio 378;Rock Sinfónico 16 Uriah Heep;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9779-rock-sinfonico-16-uriah-heep-12-06-17/4061830/;2017;6
Episodio 379;Rock sinfónico 17;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9780-rock-sinfonico-17-13-06-17/4063518/;2017;6
Episodio 380;Rock sinfónico 18 Nigel Kennedy;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9781-rock-sinfonico-18-nigel-kennedy-14-06-17/4065200/;2017;6
Episodio 381;Rock sinfónico 19 Transatlantic 15/06/17;http://www.rtve.eshttp://www.rtve.es/play/audios/discopolis/discopolis-9782-rock-sinfonico-19-transatlantic-15-06-17/4066233/;2017;6
